"data_group","file_path","source_kind","suite_from_name","k_from_name","key","count","min","max","avg","last_value","last_line_no"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","burstiness","1","1","1","1","1","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","num_prompts","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","port","1","8000","8000","8000","8000","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","random_input_len","1","1024","1024","1024","1024","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","random_output_len","1","128","128","128","128","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","random_prefix_len","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","random_range_ratio","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","request_rate","1","16","16","16","16","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","seed","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","sonnet_input_len","1","550","550","550","550","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","sonnet_output_len","1","150","150","150","150","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","sonnet_prefix_len","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","burstiness","1","1","1","1","1","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","num_prompts","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","port","1","8000","8000","8000","8000","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_input_len","1","1024","1024","1024","1024","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_output_len","1","128","128","128","128","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_prefix_len","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_range_ratio","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","request_rate","1","16","16","16","16","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","seed","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sonnet_input_len","1","550","550","550","550","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sonnet_output_len","1","150","150","150","150","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sonnet_prefix_len","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","burstiness","1","1","1","1","1","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","num_prompts","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","port","1","8000","8000","8000","8000","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_input_len","1","1024","1024","1024","1024","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_output_len","1","128","128","128","128","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_prefix_len","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_range_ratio","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","request_rate","1","16","16","16","16","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","seed","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sonnet_input_len","1","550","550","550","550","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sonnet_output_len","1","150","150","150","150","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sonnet_prefix_len","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","burstiness","1","1","1","1","1","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","num_prompts","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","port","1","8000","8000","8000","8000","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","random_input_len","1","1024","1024","1024","1024","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","random_output_len","1","128","128","128","128","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","random_prefix_len","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","random_range_ratio","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","request_rate","1","16","16","16","16","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","seed","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","sonnet_input_len","1","550","550","550","550","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","sonnet_output_len","1","150","150","150","150","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k2.log","bench","B_FP_ON_MQA_OFF","2","sonnet_prefix_len","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","burstiness","1","1","1","1","1","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","num_prompts","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","port","1","8000","8000","8000","8000","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","random_input_len","1","1024","1024","1024","1024","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","random_output_len","1","128","128","128","128","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","random_prefix_len","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","random_range_ratio","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","request_rate","1","16","16","16","16","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","seed","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","sonnet_input_len","1","550","550","550","550","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","sonnet_output_len","1","150","150","150","150","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k4.log","bench","B_FP_ON_MQA_OFF","4","sonnet_prefix_len","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","burstiness","1","1","1","1","1","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","num_prompts","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","port","1","8000","8000","8000","8000","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","random_input_len","1","1024","1024","1024","1024","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","random_output_len","1","128","128","128","128","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","random_prefix_len","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","random_range_ratio","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","request_rate","1","16","16","16","16","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","seed","1","0","0","0","0","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","sonnet_input_len","1","550","550","550","550","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","sonnet_output_len","1","150","150","150","150","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_B_FP_ON_MQA_OFF_k8.log","bench","B_FP_ON_MQA_OFF","8","sonnet_prefix_len","1","200","200","200","200","20"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","accept","38","0.5352","0.9","0.771555","0.8402","124"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","accept_no_hs","38","0.5352","0.9","0.771555","0.8402","124"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","accept_with_hs","38","0","0","0","0","124"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","average_time_per_proposal_tok_ms","17","38.26","75.96","59.322941","68.32","117"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","avg_execute_total_ms","9","62.64","84.22","68.181111","66.55","123"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","avg_forward_ms","9","57.29","65.58","60.613333","62.27","123"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","avg_logits_ms","9","1.25","7.99","2.765556","1.25","123"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","avg_sampler_ms","9","2.99","10.61","4.747778","2.99","123"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","count","9","50","450","250","450","123"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","draft_tp","1","1","1","1","1","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","fail_adapter","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","fail_backend","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","fail_disabled","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","fail_lora","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","fail_prompt","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","frequency_penalty","1","0","0","0","0","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","hs_ratio","38","0","0","0","0","124"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","iter_p95","38","144.672","255.751","225.770763","254.324","124"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","k","38","2","2","2","2","125"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","max_tokens","1","340","340","340","340","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","min_p","1","0","0","0","0","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","min_tokens","1","0","0","0","0","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","ms_hit","1","1","1","1","1","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","ms_total","1","1","1","1","1","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","n","1","1","1","1","1","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","presence_penalty","1","0","0","0","0","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","repetition_penalty","1","1","1","1","1","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","sample_len","1","2","2","2","2","4"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","scoring_time_ms","17","51.58","91.98","73.759412","57.61","117"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","target_tp","1","1","1","1","1","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","temperature","1","0","0","0","0","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","throughput_tps","38","0.283","221.967","146.672763","202.362","124"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","top_k","1","0","0","0","0","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","top_p","1","1","1","1","1","23"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","verification_time_ms","17","3.45","16.42","8.352353","5.15","117"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k2.log","key","A_FP_ON_MQA_ON","2","waste_ratio","38","0.1","0.2943","0.1881","0.1124","125"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","accept","35","0.3421","0.7779","0.657383","0.7778","110"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","accept_no_hs","35","0.3421","0.7779","0.657383","0.7778","110"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","accept_with_hs","35","0","0","0","0","110"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","average_time_per_proposal_tok_ms","17","37.8","70.89","57.355882","53.49","103"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","avg_execute_total_ms","8","66.5","84.61","70.24375","68.47","102"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","avg_forward_ms","8","57.98","66.22","60.86125","62.24","102"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","avg_logits_ms","8","1.38","7.99","2.98125","1.38","102"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","avg_sampler_ms","8","4.64","10.37","6.34625","4.79","102"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","count","8","50","400","225","400","102"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","draft_tp","1","1","1","1","1","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","fail_adapter","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","fail_backend","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","fail_disabled","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","fail_lora","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","fail_prompt","1","0","0","0","0","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","frequency_penalty","1","0","0","0","0","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","hs_ratio","35","0","0","0","0","110"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","iter_p95","35","201.377","326.031","280.0954","317.341","110"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","k","27","2","3","2.148148","2","109"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","max_tokens","1","340","340","340","340","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","min_p","1","0","0","0","0","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","min_tokens","1","0","0","0","0","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","ms_hit","1","1","1","1","1","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","ms_total","1","1","1","1","1","5"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","n","1","1","1","1","1","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","presence_penalty","1","0","0","0","0","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","repetition_penalty","1","1","1","1","1","21"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\key_A_FP_ON_MQA_ON_k4.log","key","A_FP_ON_MQA_ON","4","sample_len","1","4","4","4","4","4"
